businessID,registrationYear,businessAddress,businessType,yearsOfOperation,certificateOfPotability,pestControl,sanitaryPermit,sanitaryOrder01,sanitaryOrder02,resolutionStatus,pastRenewalBehavior,willRenew,isDelayed
317,2023,Santolan,Printing Shop,2,1,0,1,0,0,Paid,Sometimes,Yes,1
318,2022,Bagong Ilog,Internet Café,4,1,1,1,0,0,Paid,Always,Yes,0
319,2022,Pinagbuhatan,Restaurant,3,0,0,1,0,0,Paid,Always,Yes,0
320,2023,San Miguel,Printing Shop,3,1,1,1,0,0,Paid,Sometimes,Yes,0
321,2024,Bagong Ilog,Grocery,2,0,1,1,0,0,Paid,Always,No,0
322,2025,Maybunga,Fast Food,0,0,0,1,0,0,Paid,Always,Yes,0
323,2024,Ugong,Fast Food,2,1,1,1,0,0,Paid,Sometimes,Yes,0
324,2023,Ugong,Water Refilling,3,1,1,0,0,0,Paid,Always,Yes,0
325,2025,Maybunga,Grocery,1,1,1,1,0,0,Paid,Always,Yes,0
326,2025,Pineda,Salon,0,1,1,1,0,0,Paid,Always,Yes,0
327,2024,Pineda,Mini-Mart,2,1,1,1,0,0,Paid,Always,Yes,0
328,2024,Dela Paz,Water Refilling,1,1,1,0,0,0,Paid,Always,No,0
329,2023,Rosario,Printing Shop,2,1,1,1,0,1,Paid,Always,Yes,0
330,2022,Manggahan,Internet Café,4,0,1,1,0,0,Paid,Sometimes,Yes,0
331,2023,Santolan,Mini-Mart,3,1,1,1,0,0,Unpaid,Always,No,1
332,2025,Maybunga,Laundry,1,1,0,1,0,0,Paid,Sometimes,Yes,0
333,2021,Rosario,Auto Repair,5,1,1,1,1,0,Paid,Never,Yes,0
334,2022,San Miguel,Water Refilling,4,1,1,1,0,0,Paid,Always,No,0
335,2021,Maybunga,Laundry,4,1,1,1,0,0,Unpaid,Always,Yes,0
336,2021,Manggahan,Salon,4,1,1,1,0,0,Paid,Always,Yes,0
337,2025,Kapitolyo,Water Refilling,1,1,1,1,0,0,Paid,Sometimes,Yes,0
338,2025,Maybunga,Water Refilling,0,1,1,1,0,0,Paid,Always,Yes,0
339,2024,Manggahan,Water Refilling,1,1,1,1,0,0,Paid,Sometimes,Yes,0
340,2021,Manggahan,Restaurant,4,1,0,1,0,0,Unpaid,Sometimes,Yes,0
341,2024,Manggahan,Water Refilling,2,1,1,1,0,0,Paid,Always,Yes,0
342,2024,Kapitolyo,Restaurant,1,0,1,1,0,0,Paid,Sometimes,Yes,0
343,2022,Ugong,Laundry,3,1,0,1,0,0,Paid,Always,No,0
344,2023,Bagong Ilog,Internet Café,2,1,1,1,0,0,Paid,Never,No,0
345,2023,Ugong,Restaurant,3,1,1,1,1,0,Paid,Always,Yes,0
346,2024,Rosario,Restaurant,1,1,1,1,0,0,Paid,Never,Yes,0
347,2024,Ugong,Water Refilling,2,1,0,1,0,0,Paid,Always,Yes,0
348,2021,Kapitolyo,Internet Café,4,1,1,1,0,0,Paid,Sometimes,Yes,0
349,2023,Ugong,Water Refilling,3,0,1,1,0,0,Paid,Sometimes,Yes,0
350,2024,San Miguel,Laundry,1,1,1,1,1,0,Paid,Sometimes,Yes,0
351,2024,Maybunga,Water Refilling,2,1,1,1,0,0,Paid,Sometimes,No,0
352,2025,Ugong,Pharmacy,0,1,0,1,0,0,Paid,Always,No,0
353,2024,Malinao,Hardware,2,1,0,1,0,0,Paid,Always,No,1
354,2022,Manggahan,Laundry,4,1,1,1,0,0,Paid,Always,Yes,1
355,2021,Maybunga,Grocery,4,1,1,1,0,0,Paid,Sometimes,Yes,0
356,2024,Pineda,Printing Shop,1,0,1,1,0,0,Paid,Always,Yes,0
357,2021,San Miguel,Mini-Mart,5,1,1,0,0,0,Paid,Always,Yes,0
358,2024,Kapitolyo,Mini-Mart,2,0,1,1,0,0,Paid,Always,Yes,0
359,2025,Bagong Ilog,Internet Café,0,1,1,0,0,0,Paid,Sometimes,Yes,0
360,2024,San Miguel,Pharmacy,2,1,1,1,0,0,Paid,Always,Yes,0
361,2023,Dela Paz,Restaurant,2,0,1,1,0,0,Paid,Sometimes,Yes,0
362,2024,Manggahan,Pharmacy,1,1,1,1,0,0,Paid,Sometimes,Yes,0
363,2024,Maybunga,Hardware,2,1,0,0,0,0,Paid,Always,Yes,0
364,2024,Bagong Ilog,Laundry,1,1,1,1,0,1,Paid,Always,Yes,0
365,2025,Santolan,Internet Café,1,1,1,1,0,0,Paid,Always,Yes,0
366,2023,Pinagbuhatan,Pharmacy,2,1,1,1,0,0,Paid,Always,Yes,0
367,2025,San Miguel,Salon,0,0,1,1,0,0,Paid,Sometimes,Yes,0
368,2025,Bagong Ilog,Restaurant,0,1,1,1,0,0,Paid,Sometimes,Yes,0
369,2022,Rosario,Pharmacy,3,0,1,1,0,0,Paid,Always,Yes,0
370,2021,Sta. Lucia,Internet Café,4,0,1,1,0,1,Paid,Always,Yes,0
371,2022,Dela Paz,Salon,3,1,1,1,0,1,Unpaid,Sometimes,Yes,1
372,2021,Sta. Lucia,Grocery,4,0,1,1,1,0,Paid,Always,No,0
373,2021,Bagong Ilog,Laundry,4,1,1,1,0,0,Paid,Always,Yes,0
374,2024,Dela Paz,Laundry,1,1,1,1,0,0,Paid,Always,Yes,0
375,2021,Pinagbuhatan,Grocery,4,1,0,1,0,0,Paid,Always,Yes,0
376,2023,Dela Paz,Fast Food,2,1,1,1,0,0,Paid,Never,Yes,0
377,2025,Manggahan,Water Refilling,0,1,1,1,0,0,Paid,Always,Yes,0
378,2021,Maybunga,Mini-Mart,5,1,1,1,1,0,Paid,Sometimes,Yes,1
379,2025,Santolan,Salon,1,1,1,1,0,0,Paid,Sometimes,Yes,0
380,2023,Dela Paz,Restaurant,2,1,1,1,0,0,Paid,Always,Yes,0
381,2022,Rosario,Pharmacy,3,0,1,1,1,0,Unpaid,Always,No,0
382,2024,Bagong Ilog,Hardware,2,1,1,1,0,0,Unpaid,Never,Yes,1
383,2024,Malinao,Mini-Mart,1,1,1,1,0,1,Paid,Always,Yes,1
384,2025,Ugong,Internet Café,0,1,0,1,0,0,Paid,Always,Yes,0
385,2025,Manggahan,Water Refilling,0,1,1,1,0,0,Paid,Always,Yes,1
386,2025,San Miguel,Restaurant,1,1,0,1,0,0,Paid,Always,Yes,0
387,2023,Dela Paz,Hardware,2,1,1,1,0,0,Paid,Never,Yes,0
388,2022,Dela Paz,Hardware,4,0,1,1,0,0,Paid,Sometimes,Yes,1
389,2025,San Miguel,Restaurant,1,1,1,1,1,0,Paid,Sometimes,Yes,0
390,2025,Pinagbuhatan,Water Refilling,0,1,1,1,0,0,Paid,Always,Yes,0
391,2025,Manggahan,Internet Café,1,1,0,1,0,1,Paid,Always,Yes,1
392,2023,Dela Paz,Grocery,3,0,1,1,1,0,Paid,Always,Yes,0
393,2023,Rosario,Mini-Mart,3,1,0,1,0,0,Paid,Always,Yes,0
394,2025,Pineda,Auto Repair,0,1,1,1,0,0,Paid,Never,Yes,0
395,2023,Santolan,Auto Repair,2,1,0,1,0,0,Paid,Always,Yes,0
396,2025,Kapitolyo,Water Refilling,1,1,1,1,0,0,Paid,Sometimes,Yes,0
397,2025,Rosario,Hardware,0,1,1,1,0,1,Paid,Always,Yes,1
398,2023,Dela Paz,Pharmacy,3,1,1,1,0,0,Paid,Sometimes,No,0
399,2025,Santolan,Grocery,0,1,1,1,0,0,Unpaid,Never,Yes,0
400,2025,Oranbo,Grocery,0,1,1,1,0,0,Paid,Always,Yes,0
401,2022,Maybunga,Water Refilling,4,1,1,1,0,0,Paid,Always,No,0
402,2025,Maybunga,Internet Café,0,1,0,1,0,0,Paid,Always,No,0
403,2024,Manggahan,Water Refilling,2,1,1,1,0,0,Unpaid,Always,No,0
404,2025,Manggahan,Fast Food,0,1,0,1,0,1,Paid,Sometimes,Yes,0
405,2023,San Miguel,Pharmacy,3,0,0,1,0,0,Paid,Always,No,0
406,2025,Kapitolyo,Laundry,0,0,1,1,0,0,Paid,Always,Yes,0
407,2023,Kapitolyo,Auto Repair,3,0,1,1,0,0,Paid,Sometimes,Yes,0
408,2021,Ugong,Water Refilling,4,1,1,1,0,0,Paid,Sometimes,Yes,0
409,2025,Pinagbuhatan,Grocery,0,1,1,1,0,0,Unpaid,Always,Yes,0
410,2021,Oranbo,Internet Café,5,0,0,1,0,0,Paid,Always,Yes,0
411,2023,Dela Paz,Auto Repair,2,1,1,1,0,0,Paid,Always,Yes,0
412,2025,Oranbo,Salon,1,1,1,1,0,0,Paid,Sometimes,Yes,0
413,2025,Ugong,Printing Shop,0,1,1,1,0,0,Paid,Always,Yes,0
414,2024,Dela Paz,Restaurant,2,1,1,1,0,0,Paid,Always,No,0
415,2024,Rosario,Grocery,2,1,1,1,0,0,Paid,Always,Yes,0
416,2023,San Miguel,Salon,3,1,1,1,0,0,Paid,Always,Yes,0
417,2023,Santolan,Internet Café,3,1,0,1,0,0,Paid,Always,Yes,0
418,2023,Pineda,Grocery,3,1,1,0,0,0,Paid,Always,Yes,0
419,2024,Kapitolyo,Water Refilling,2,1,1,1,0,0,Paid,Sometimes,Yes,0
420,2025,Bagong Ilog,Grocery,1,1,0,1,0,0,Paid,Always,Yes,0
421,2025,Oranbo,Printing Shop,1,0,1,1,0,0,Paid,Always,No,0
422,2025,Malinao,Internet Café,0,0,1,1,0,0,Paid,Sometimes,Yes,0
423,2021,Dela Paz,Grocery,4,1,1,1,0,0,Paid,Always,No,0
424,2024,Oranbo,Pharmacy,1,0,1,1,0,0,Paid,Always,Yes,0
425,2021,Kapitolyo,Hardware,4,1,1,1,0,0,Paid,Sometimes,Yes,0
426,2024,Maybunga,Salon,2,1,1,1,0,1,Paid,Sometimes,No,0
427,2023,Ugong,Laundry,3,1,1,1,0,0,Paid,Sometimes,Yes,0
428,2025,Pinagbuhatan,Hardware,0,0,1,1,0,0,Paid,Always,Yes,0
429,2023,Pineda,Internet Café,2,1,1,1,0,0,Paid,Sometimes,Yes,0
430,2022,Pineda,Auto Repair,4,1,1,1,0,0,Paid,Always,Yes,0
431,2022,Maybunga,Fast Food,3,1,0,1,0,0,Paid,Sometimes,Yes,0
432,2025,Malinao,Pharmacy,1,1,0,1,0,0,Paid,Always,Yes,0
433,2024,Manggahan,Fast Food,1,1,1,1,0,0,Unpaid,Sometimes,No,0
434,2022,Kapitolyo,Fast Food,4,1,1,1,1,0,Paid,Always,Yes,0
435,2021,Dela Paz,Salon,5,1,1,1,0,0,Paid,Always,Yes,0
436,2025,Pineda,Internet Café,0,1,1,1,0,0,Paid,Always,Yes,0
437,2021,Rosario,Salon,4,1,1,0,0,0,Unpaid,Always,Yes,0
438,2025,Rosario,Grocery,1,1,1,1,0,0,Paid,Sometimes,No,0
439,2025,Manggahan,Mini-Mart,0,1,1,1,0,0,Paid,Never,No,0
440,2021,Santolan,Water Refilling,4,1,0,1,0,0,Paid,Sometimes,No,0
441,2021,San Miguel,Hardware,5,0,1,1,0,0,Paid,Never,Yes,0
442,2025,Manggahan,Grocery,0,0,1,1,0,0,Unpaid,Always,Yes,0
443,2023,Oranbo,Restaurant,2,1,1,1,0,0,Paid,Sometimes,No,0
444,2023,Malinao,Auto Repair,3,1,1,1,0,0,Paid,Always,Yes,0
445,2025,Rosario,Restaurant,1,1,1,1,0,0,Paid,Always,Yes,0
446,2025,Oranbo,Restaurant,1,1,1,1,0,0,Paid,Always,Yes,0
447,2025,Pineda,Pharmacy,0,0,1,1,0,0,Paid,Always,Yes,0
448,2025,Rosario,Laundry,1,1,1,1,0,0,Paid,Always,No,0
449,2023,Bagong Ilog,Printing Shop,2,1,0,1,0,0,Paid,Always,Yes,0
450,2021,San Miguel,Hardware,4,1,0,1,0,0,Paid,Always,Yes,0
451,2025,Sta. Lucia,Fast Food,0,1,0,1,1,0,Paid,Always,Yes,0
452,2024,Pinagbuhatan,Mini-Mart,1,1,1,1,0,0,Unpaid,Never,Yes,1
453,2023,Sta. Lucia,Grocery,3,0,1,1,1,0,Paid,Always,Yes,0
454,2025,Kapitolyo,Printing Shop,0,1,1,1,0,0,Paid,Sometimes,No,0
455,2022,Bagong Ilog,Printing Shop,3,1,1,1,0,0,Paid,Always,Yes,0
456,2024,Kapitolyo,Restaurant,1,1,1,1,0,0,Paid,Always,Yes,0
457,2021,Santolan,Restaurant,5,1,1,0,0,0,Paid,Sometimes,Yes,0
458,2024,Maybunga,Auto Repair,2,1,1,1,1,0,Unpaid,Always,No,0
459,2021,Dela Paz,Mini-Mart,5,1,1,1,1,0,Paid,Sometimes,No,0
460,2022,Bagong Ilog,Mini-Mart,3,1,1,1,0,0,Paid,Always,Yes,0
461,2022,Santolan,Mini-Mart,3,1,1,1,0,0,Paid,Always,Yes,0
462,2024,Dela Paz,Grocery,2,1,0,1,1,0,Paid,Always,Yes,0
463,2025,Santolan,Hardware,1,1,0,1,0,0,Paid,Sometimes,Yes,0
464,2024,Kapitolyo,Hardware,1,1,1,1,0,0,Paid,Always,No,0
465,2025,Pinagbuhatan,Grocery,1,1,0,1,0,0,Paid,Always,Yes,0
466,2023,Maybunga,Pharmacy,2,1,1,1,0,0,Unpaid,Always,Yes,0
467,2023,Ugong,Grocery,3,1,1,1,0,0,Paid,Sometimes,Yes,0
468,2025,Oranbo,Water Refilling,0,1,0,0,0,0,Unpaid,Always,Yes,1
469,2022,Manggahan,Internet Café,3,1,1,1,0,0,Paid,Sometimes,Yes,0
470,2025,Pineda,Printing Shop,0,0,0,1,0,0,Paid,Sometimes,No,0
471,2021,Malinao,Water Refilling,5,0,1,1,1,0,Unpaid,Sometimes,No,0
472,2025,Malinao,Pharmacy,1,1,1,0,0,0,Paid,Never,Yes,0
473,2021,Oranbo,Printing Shop,4,1,1,1,0,0,Paid,Sometimes,Yes,0
474,2025,Sta. Lucia,Pharmacy,1,1,1,1,0,0,Paid,Sometimes,Yes,0
475,2024,Sta. Lucia,Printing Shop,1,1,1,1,1,0,Unpaid,Sometimes,Yes,0
476,2025,Oranbo,Grocery,1,1,1,1,0,0,Paid,Always,Yes,0
477,2021,Kapitolyo,Grocery,5,1,1,1,0,0,Paid,Always,No,0
478,2024,Malinao,Fast Food,1,1,1,1,0,0,Paid,Always,Yes,0
479,2025,Ugong,Printing Shop,1,1,1,1,0,0,Paid,Always,Yes,0
480,2024,Manggahan,Laundry,2,1,1,0,0,0,Paid,Always,No,0
481,2024,Malinao,Fast Food,1,1,1,1,0,0,Paid,Always,No,0
482,2024,Manggahan,Fast Food,1,1,1,0,0,0,Paid,Always,No,0
483,2024,Pineda,Auto Repair,1,0,1,1,0,0,Paid,Never,No,0
484,2024,Kapitolyo,Water Refilling,1,1,1,1,0,0,Paid,Always,Yes,0
485,2024,Oranbo,Hardware,2,1,1,1,1,0,Paid,Always,Yes,1
486,2025,Malinao,Fast Food,1,1,0,1,1,1,Paid,Always,Yes,1
487,2021,Kapitolyo,Laundry,4,1,1,1,0,0,Paid,Always,Yes,0
488,2023,Maybunga,Mini-Mart,3,0,1,1,0,0,Unpaid,Sometimes,No,0
489,2025,Santolan,Salon,0,1,1,1,0,0,Paid,Sometimes,Yes,0
490,2025,Malinao,Hardware,0,0,1,1,0,0,Paid,Always,Yes,0
491,2024,Manggahan,Printing Shop,1,1,1,0,0,0,Paid,Always,Yes,1
492,2024,Santolan,Mini-Mart,2,1,1,1,0,0,Unpaid,Sometimes,No,0
493,2023,Pinagbuhatan,Fast Food,3,1,1,1,0,0,Paid,Sometimes,Yes,1
494,2022,Oranbo,Laundry,4,1,1,1,0,0,Paid,Always,Yes,0
495,2024,Malinao,Restaurant,1,1,1,0,0,1,Unpaid,Sometimes,No,1
496,2023,Malinao,Laundry,2,1,1,1,0,0,Unpaid,Sometimes,Yes,0
497,2024,Bagong Ilog,Laundry,2,1,1,1,0,0,Paid,Always,Yes,0
498,2021,Santolan,Laundry,5,1,1,1,0,0,Paid,Always,Yes,0
499,2025,Malinao,Grocery,1,0,1,1,0,0,Paid,Always,Yes,0
500,2025,Maybunga,Water Refilling,1,1,0,1,0,0,Paid,Always,No,0
501,2024,Pineda,Laundry,1,1,1,0,0,0,Paid,Sometimes,Yes,0
502,2024,Dela Paz,Grocery,2,0,0,1,0,0,Paid,Always,No,0
503,2023,Santolan,Printing Shop,3,1,1,1,0,0,Paid,Always,Yes,0
504,2025,Pineda,Mini-Mart,0,1,1,1,0,0,Paid,Always,No,0
505,2024,San Miguel,Auto Repair,2,0,0,1,0,0,Paid,Always,No,0
506,2022,Manggahan,Water Refilling,4,0,1,1,0,0,Paid,Never,Yes,0
507,2025,Pinagbuhatan,Fast Food,1,1,1,1,1,0,Paid,Sometimes,No,0
508,2025,Bagong Ilog,Mini-Mart,0,1,1,1,0,0,Paid,Always,No,0
509,2025,Maybunga,Printing Shop,0,1,1,1,0,0,Paid,Sometimes,Yes,0
510,2025,Sta. Lucia,Fast Food,1,1,1,1,0,0,Paid,Always,Yes,0
511,2024,Sta. Lucia,Pharmacy,1,1,0,1,0,1,Unpaid,Always,Yes,0
512,2023,Pinagbuhatan,Hardware,3,1,1,1,0,0,Paid,Always,Yes,0
513,2025,Bagong Ilog,Fast Food,1,1,1,1,0,1,Unpaid,Always,No,0
514,2025,Kapitolyo,Fast Food,0,1,1,1,0,0,Paid,Never,No,0
515,2021,Pinagbuhatan,Salon,5,1,1,1,0,0,Paid,Always,Yes,0
516,2021,Kapitolyo,Pharmacy,4,1,0,1,1,0,Unpaid,Never,No,1
517,2023,Dela Paz,Internet Café,2,1,1,1,1,0,Paid,Sometimes,Yes,0
518,2025,Oranbo,Printing Shop,0,0,1,1,0,1,Paid,Never,Yes,1
519,2025,Pinagbuhatan,Auto Repair,1,1,1,1,0,0,Paid,Always,Yes,0
520,2022,Rosario,Internet Café,4,0,1,1,0,0,Paid,Never,No,0
521,2024,Manggahan,Restaurant,2,0,0,1,0,1,Paid,Always,No,0
522,2023,Ugong,Restaurant,3,1,1,0,0,1,Paid,Always,Yes,0
523,2025,Bagong Ilog,Laundry,0,1,1,1,1,0,Paid,Sometimes,No,0
524,2025,Maybunga,Auto Repair,1,1,0,1,0,0,Paid,Sometimes,Yes,0
525,2025,Santolan,Mini-Mart,1,0,1,1,0,0,Unpaid,Sometimes,Yes,0
526,2024,Oranbo,Fast Food,1,1,1,1,0,0,Paid,Always,Yes,0
527,2023,Oranbo,Pharmacy,2,1,1,1,0,0,Paid,Sometimes,Yes,0
528,2023,Pinagbuhatan,Auto Repair,3,1,1,1,0,0,Unpaid,Sometimes,Yes,0
529,2021,Pinagbuhatan,Pharmacy,4,1,1,1,0,0,Paid,Sometimes,Yes,0
530,2025,Bagong Ilog,Salon,1,1,0,0,0,0,Paid,Always,No,0
531,2025,Kapitolyo,Mini-Mart,1,1,1,1,0,0,Paid,Sometimes,Yes,0
532,2025,San Miguel,Internet Café,0,1,1,1,0,0,Paid,Sometimes,Yes,0
533,2025,Ugong,Pharmacy,0,1,1,1,0,0,Paid,Sometimes,Yes,0
534,2024,Sta. Lucia,Salon,2,1,1,1,0,0,Unpaid,Sometimes,Yes,0
535,2025,Pinagbuhatan,Auto Repair,1,0,1,1,0,0,Paid,Sometimes,Yes,0
536,2025,Malinao,Salon,1,1,1,1,0,0,Paid,Sometimes,Yes,0
537,2025,Rosario,Hardware,1,1,1,1,0,0,Paid,Always,Yes,0
538,2022,Dela Paz,Salon,4,0,0,1,0,0,Unpaid,Sometimes,Yes,0
539,2024,Sta. Lucia,Salon,1,1,1,1,0,0,Paid,Always,Yes,0
540,2022,Pineda,Laundry,4,1,1,1,0,0,Paid,Sometimes,Yes,0
541,2025,Rosario,Restaurant,0,1,1,1,0,0,Unpaid,Always,No,0
542,2024,Ugong,Internet Café,1,1,0,1,0,0,Paid,Sometimes,Yes,0
543,2022,Oranbo,Hardware,3,1,1,1,0,0,Paid,Sometimes,Yes,0
544,2024,Dela Paz,Printing Shop,2,0,1,1,1,0,Paid,Always,No,0
545,2024,Malinao,Hardware,2,1,1,1,0,0,Paid,Always,Yes,0
546,2023,Oranbo,Restaurant,2,1,1,1,0,0,Unpaid,Always,Yes,0
547,2022,Oranbo,Water Refilling,3,1,0,0,0,0,Paid,Always,Yes,0
548,2024,Rosario,Pharmacy,1,1,0,1,0,0,Paid,Always,No,0
549,2024,Pineda,Salon,1,1,1,1,0,0,Paid,Sometimes,Yes,0
550,2025,Santolan,Auto Repair,0,1,0,1,0,0,Paid,Always,Yes,0
551,2024,Manggahan,Salon,2,0,1,1,0,0,Paid,Sometimes,Yes,0
552,2025,Santolan,Auto Repair,0,1,1,0,0,1,Paid,Sometimes,Yes,0
553,2024,Manggahan,Salon,2,1,1,1,0,0,Paid,Always,Yes,0
554,2024,San Miguel,Hardware,1,1,1,1,1,0,Paid,Sometimes,Yes,0
555,2025,San Miguel,Water Refilling,0,1,0,1,0,0,Paid,Sometimes,Yes,0
556,2023,Kapitolyo,Restaurant,3,0,1,1,0,0,Paid,Sometimes,Yes,0
557,2022,San Miguel,Mini-Mart,4,1,1,1,0,0,Paid,Always,Yes,0
558,2021,Rosario,Grocery,4,1,0,1,0,0,Unpaid,Always,No,0
559,2025,San Miguel,Internet Café,1,1,1,1,0,0,Paid,Always,Yes,0
560,2024,Oranbo,Mini-Mart,2,1,1,1,0,0,Paid,Always,Yes,0
561,2025,Manggahan,Internet Café,0,1,1,1,0,0,Paid,Always,Yes,1
562,2022,Santolan,Pharmacy,3,1,0,1,0,0,Unpaid,Sometimes,Yes,0
563,2022,Bagong Ilog,Restaurant,3,0,1,0,0,0,Unpaid,Always,Yes,0
564,2021,Dela Paz,Auto Repair,5,1,0,1,0,0,Paid,Always,Yes,0
565,2023,Pinagbuhatan,Mini-Mart,2,1,1,1,0,1,Paid,Always,Yes,1
566,2024,Manggahan,Fast Food,1,0,1,1,0,0,Paid,Sometimes,Yes,0
567,2023,Santolan,Fast Food,3,1,0,1,1,0,Paid,Always,Yes,0
568,2023,Sta. Lucia,Mini-Mart,2,1,1,1,0,0,Paid,Sometimes,Yes,0
569,2025,Sta. Lucia,Internet Café,1,1,1,0,0,0,Paid,Always,No,0
570,2023,Santolan,Mini-Mart,3,1,0,0,1,0,Paid,Sometimes,Yes,0
571,2024,Pinagbuhatan,Auto Repair,1,1,1,1,1,0,Paid,Always,Yes,0
572,2025,Malinao,Restaurant,1,1,1,1,0,0,Paid,Always,No,0
573,2023,Oranbo,Pharmacy,3,1,1,1,0,0,Paid,Always,Yes,0
574,2024,Bagong Ilog,Grocery,1,1,1,1,0,0,Unpaid,Sometimes,Yes,0
575,2025,Malinao,Restaurant,1,0,1,1,0,0,Paid,Sometimes,Yes,0
576,2025,Malinao,Laundry,0,0,1,1,0,0,Paid,Sometimes,Yes,0
577,2022,Santolan,Pharmacy,3,1,0,1,0,0,Paid,Always,Yes,0
578,2025,Pineda,Mini-Mart,0,1,1,1,0,0,Paid,Always,Yes,0
579,2024,Maybunga,Auto Repair,1,0,1,0,0,0,Paid,Sometimes,Yes,0
580,2023,Manggahan,Water Refilling,2,0,1,1,0,0,Paid,Always,Yes,1
581,2024,Rosario,Mini-Mart,2,1,1,1,0,0,Paid,Always,Yes,0
582,2025,Sta. Lucia,Hardware,1,1,1,1,0,0,Paid,Always,Yes,0
583,2024,Oranbo,Hardware,2,0,1,1,0,0,Paid,Sometimes,Yes,0
584,2023,Malinao,Fast Food,2,0,1,1,1,0,Paid,Always,Yes,0
585,2024,Dela Paz,Water Refilling,1,1,0,1,0,0,Paid,Sometimes,Yes,0
586,2022,San Miguel,Grocery,3,0,1,1,0,0,Paid,Always,Yes,1
587,2021,Sta. Lucia,Hardware,4,1,1,1,0,0,Paid,Never,Yes,0
588,2022,Rosario,Grocery,4,0,1,1,0,0,Paid,Always,Yes,0
589,2022,Ugong,Pharmacy,4,1,0,1,0,0,Unpaid,Sometimes,No,1
590,2022,Oranbo,Water Refilling,3,1,0,1,0,0,Paid,Always,No,0
591,2022,Pineda,Grocery,3,1,1,1,0,0,Unpaid,Sometimes,Yes,0
592,2024,Rosario,Laundry,1,0,1,1,0,0,Paid,Sometimes,Yes,0
593,2022,Sta. Lucia,Grocery,4,1,1,1,0,1,Paid,Sometimes,Yes,1
594,2023,Pinagbuhatan,Printing Shop,3,1,1,1,0,0,Paid,Always,Yes,0
595,2025,Oranbo,Salon,0,1,1,1,1,0,Paid,Always,Yes,0
596,2024,Maybunga,Fast Food,1,1,0,1,0,0,Paid,Always,No,0
597,2024,Bagong Ilog,Fast Food,2,1,1,1,0,0,Unpaid,Sometimes,No,1
598,2022,Sta. Lucia,Pharmacy,4,1,1,1,0,0,Paid,Always,Yes,0
599,2022,Sta. Lucia,Laundry,3,1,1,1,0,0,Paid,Sometimes,Yes,0
600,2021,Pinagbuhatan,Water Refilling,4,1,1,1,0,0,Paid,Sometimes,Yes,0
601,2022,Malinao,Internet Café,3,1,1,1,0,0,Paid,Always,Yes,0
602,2023,Sta. Lucia,Mini-Mart,3,1,1,1,0,0,Paid,Always,Yes,0
603,2022,Pineda,Auto Repair,3,1,1,1,0,0,Paid,Always,Yes,0
604,2021,Sta. Lucia,Hardware,5,1,0,0,0,0,Paid,Always,Yes,0
605,2022,Pineda,Salon,3,1,1,1,0,0,Unpaid,Always,Yes,0
606,2024,Malinao,Salon,1,1,1,1,0,0,Paid,Sometimes,Yes,0
607,2022,Maybunga,Internet Café,3,1,0,1,0,0,Paid,Never,Yes,0
608,2023,Santolan,Printing Shop,3,1,1,1,0,0,Paid,Sometimes,Yes,0
609,2024,Rosario,Mini-Mart,1,1,0,1,0,0,Paid,Always,No,0
610,2024,San Miguel,Mini-Mart,2,1,0,1,1,0,Paid,Sometimes,Yes,0
611,2021,Sta. Lucia,Fast Food,4,1,1,1,0,1,Paid,Always,No,1
612,2025,Malinao,Hardware,1,1,0,1,0,1,Paid,Always,Yes,1
613,2024,San Miguel,Fast Food,1,1,1,1,0,0,Paid,Sometimes,No,0
614,2021,Sta. Lucia,Grocery,5,0,1,1,0,0,Unpaid,Always,Yes,0
615,2025,Rosario,Fast Food,0,1,1,1,0,0,Unpaid,Never,Yes,0
616,2025,Maybunga,Water Refilling,1,1,0,1,0,0,Paid,Always,Yes,1
617,2021,Santolan,Mini-Mart,5,1,1,1,0,0,Paid,Sometimes,Yes,0
618,2023,Bagong Ilog,Mini-Mart,2,0,1,1,0,0,Paid,Never,Yes,0
619,2025,Maybunga,Auto Repair,1,1,1,1,0,0,Paid,Always,Yes,0
620,2025,Kapitolyo,Laundry,1,0,1,1,0,0,Paid,Never,Yes,0
621,2022,Sta. Lucia,Laundry,3,1,0,1,0,0,Paid,Always,Yes,1
622,2022,San Miguel,Auto Repair,4,1,1,1,0,0,Paid,Always,Yes,0
623,2023,Pineda,Restaurant,2,1,1,1,0,0,Paid,Sometimes,Yes,0
624,2024,Oranbo,Water Refilling,1,1,1,1,1,0,Paid,Always,No,1
625,2024,Pineda,Mini-Mart,2,1,1,1,0,0,Paid,Always,No,0
626,2023,Ugong,Hardware,3,1,1,1,0,0,Paid,Sometimes,Yes,0
627,2024,Manggahan,Printing Shop,2,1,1,1,0,0,Paid,Sometimes,Yes,0
628,2025,Pinagbuhatan,Water Refilling,1,0,1,1,0,0,Paid,Always,Yes,0
629,2021,Pinagbuhatan,Internet Café,5,1,1,1,0,0,Paid,Always,No,0
630,2023,Malinao,Salon,2,1,1,1,0,1,Paid,Always,No,0
631,2025,San Miguel,Printing Shop,0,0,1,0,0,0,Paid,Sometimes,No,0
632,2025,Pinagbuhatan,Mini-Mart,1,1,0,1,0,0,Paid,Sometimes,No,0
633,2024,Pinagbuhatan,Restaurant,2,1,1,1,0,0,Paid,Always,No,0
634,2024,Maybunga,Hardware,2,1,1,1,0,1,Paid,Always,No,0
635,2022,Bagong Ilog,Printing Shop,4,1,1,1,0,0,Paid,Always,Yes,0
